id,setId,type,correct,คำตอบที่คาด,ระดับ,ชิ้นเฉลย,ท่อนสรุป(ตัดมา 220 ตัวท้าย)
chap-13-calculus-q59,chap-13-calculus,mc,1,ก. ถูก และ ข. ผิด,🔴 ไม่เจอเลย,12,ำตอบ:ตัวเลือก2💡เทคนิคที่ใช้:อนุพันธ์ของ\frac1fคือ-\fracf'f^2กฎผลหาร/กฎลูกโซ่จำเครื่องหมายลบและกำลังสองของตัวส่วนให้ดี⚠️จุดที่เด็กมักผิด:คิดว่าความชันของ\frac1fคือส่วนกลับของความชัน\frac1f'aซึ่งผิดที่ถูกคือ-\fracf'a[fa]^2
chap-13-calculus-q70,chap-13-calculus,mc,2,$f$ มีค่าต่ำสุดสัมพัทธ์เท่ากับ $-\dfrac{9}{8}$ เมื่อ $x=-\dfrac{1}{8}$,🔴 ไม่เจอเลย,28,สัมพัทธ์-\frac98ที่x=-\frac18→ตัวเลือก3💡เทคนิคที่ใช้:ดึงตัวประกอบx^-\frac23ออกจากf'ทำให้เห็นว่าเครื่องหมายขึ้นกับ8x+1เพียงตัวเดียว⚠️จุดที่เด็กมักผิด:คิดว่า-\frac18^\frac43เป็นค่าลบที่ถูกคือยกกำลังคู่4ทำให้เป็นบวก\frac116
chap-13-calculus-q71,chap-13-calculus,mc,3,$f(x)$ ไม่มีค่าสูงสุดและไม่มีค่าต่ำสุด,🔴 ไม่เจอเลย,18,บ:ไม่มีค่าสูงสุดและไม่มีค่าต่ำสุด→ตัวเลือก4💡เทคนิคที่ใช้:ฟังก์ชันที่f'>0ตลอดโดเมนต่อเนื่องเป็นฟังก์ชันเพิ่มไม่มีค่าสุดขีดสัมพัทธ์⚠️จุดที่เด็กมักผิด:เผลอแก้f'x=0แล้วคิดว่ามีจุดวิกฤตทั้งที่จริงf'ไม่เป็นศูนย์ที่ใดเลยในโดเมน
chap-13-calculus-q76,chap-13-calculus,mc,1,$f$ มีค่าสูงสุดสัมพัทธ์ที่จุด $a$ และมีค่าเท่ากับ $2$,🔴 ไม่เจอเลย,16,a✅คำตอบ:สูงสุดสัมพัทธ์ที่aค่า2→ตัวเลือก2💡เทคนิคที่ใช้:เนื่องจากh'=3x^2>0เมื่อf\ne0ชนิดของจุดสุดขีดของh\circfจึงสะท้อนชนิดของfโดยตรง⚠️จุดที่เด็กมักผิด:สับสนว่าf''a<0เป็นต่ำสุดหรือลืมว่าที่จุดวิกฤตf'a=0ทำให้พจน์6ff'^2หายไป
chap-13-calculus-q86,chap-13-calculus,mc,1,"$2{,}000\le N < 4{,}000$",🔴 ไม่เจอเลย,14,✔ตรวจคำตอบ:P'x=0ที่x=3600sympyยืนยันและP''✅คำตอบ:2000\leN💡เทคนิคที่ใช้:อนุพันธ์ของx^3/2คือ\frac32x^1/2;แก้\sqrtx=60ได้x=3600⚠️จุดที่เด็กมักผิด:หาอนุพันธ์x^3/2ผิดลืม\frac32หรือยกกำลังสองพลาดได้x=60แทน3600
chap-14-infiniteseries-q07,chap-14-infiniteseries,mc,3,"$D = (-1, 1)$ และ $(g \cdot f)(x) = 1 - x$ ทุก $x \in D$",🔴 ไม่เจอเลย,18,0\endaligned✓และ0\in-11✓✅คำตอบ:D=-11และg\cdotfx=1-x→ตัวเลือก4💡เทคนิคที่ใช้:หาผลบวกอนุกรมเป็นฟังก์ชันปิดก่อนแล้วใช้โดเมนการลู่เข้าจำกัดโดเมนผลคูณ⚠️จุดที่เด็กมักผิด:ลืมจำกัดโดเมนเป็น-11คิดว่าทุกจำนวนจริงหรือตัด1+xผิดได้1+x
chap-14-infiniteseries-q10,chap-14-infiniteseries,mc,2,เป็นอนุกรมคอนเวอร์เจนต์ ซึ่งมีผลบวกเท่ากับ $\dfrac{1}{2}S$,🔴 ไม่เจอเลย,14,็ลู่เข้าและมีผลบวก\frac12S✅คำตอบ:ลู่เข้าผลบวก\frac12S→ตัวเลือก3💡เทคนิคที่ใช้:แทน2kลงตัวส่วนแล้วดึงสัมประสิทธิ์\frac24=\frac12ออกมาเทียบกับS⚠️จุดที่เด็กมักผิด:ลืมยกกำลังสองตัวส่วน2k^2=4k^2ไม่ใช่2k^2ทำให้ได้สัมประสิทธิ์ผิด
chap-14-infiniteseries-q17,chap-14-infiniteseries,mc,2,ถ้า $a_1=a_2=a_3=\ldots=a_n$ แล้ว $\dfrac{1}{\sqrt{a_1}+\sqrt{a_2}}+\d,🔴 ไม่เจอเลย,19,✓ตัวเลือก4ถูกเหลือเพียงตัวเลือก3ที่ผิด✅คำตอบ:ตัวเลือก3ข้อความผิด💡เทคนิคที่ใช้:คูณคอนจูเกตเปลี่ยน\frac1\sqrta_k+\sqrta_k+1ให้ยุบกล้องเหลือ\frac\sqrta_n-\sqrta_1d⚠️จุดที่เด็กมักผิด:นับจำนวนพจน์ผิด—ผลรวมมีn-1พจน์ไม่ใช่nพจน์
chap-14-infiniteseries-q18,chap-14-infiniteseries,mc,3,$1+\dfrac{5}{3}+\dfrac{12}{3^2}+\dfrac{22}{3^3}+\dfrac{35}{3^4}+\ldots,🔴 ไม่เจอเลย,20,infty\frack3k-12\cdot3^k-1=\frac458✓✅คำตอบ:ตัวเลือก4💡เทคนิคที่ใช้:หาสูตรตัวเศษจากผลต่างชั้นสองแล้วใช้สูตรผลบวก\sumkx^k-1และ\sumk^2x^k-1⚠️จุดที่เด็กมักผิด:มองข้ามว่าลำดับสลับค่าเลขคี่/เลขคู่อาจไม่ลู่เข้าและหาสูตรตัวเศษผิด
chap-14-infiniteseries-q19,chap-14-infiniteseries,mc,2,$\ln\dfrac{1}{2}+\ln\dfrac{2}{3}+\ln\dfrac{3}{4}+\ln\dfrac{4}{5}+\ldot,🔴 ไม่เจอเลย,12,ลู่เข้าสู่0ไม่จำเป็นต้องอยู่ในช่วง[0\frac1n]เช่นa_n=-\frac1n✅คำตอบ:ตัวเลือก3ข้อความจริง💡เทคนิคที่ใช้:รวม\lnเป็น\lnของผลคูณแล้วยุบกล้องพบว่าผลบวกย่อย\to-\infty⚠️จุดที่เด็กมักผิด:ตัวเลือก2คำนวณ\fracr1-rผิดเป็น1+aที่ถูกคือa
chap-14-infiniteseries-q20,chap-14-infiniteseries,mc,2,"ถ้า $a_n$ เป็นพจน์ที่ $n$ ของลำดับคอนเวอร์เจนต์ จะได้ว่า $|a_1|,|a_2|,",🔴 ไม่เจอเลย,11,"้ได้เฉพาะ|r|✅คำตอบ:ตัวเลือก3ข้อความจริง💡เทคนิคที่ใช้:ใช้ความต่อเนื่องของค่าสัมบูรณ์a_n\toL\Rightarrow|a_n|\to|L|⚠️จุดที่เด็กมักผิด:สับสนระหว่าง""ลำดับลู่เข้า""กับ""อนุกรมลู่เข้า""—พจน์ลู่เข้าสู่ค่าที่ไม่ใช่0ทำให้อนุกรมลู่ออก"
chap-14-infiniteseries-q21,chap-14-infiniteseries,mc,1,ถ้า $a_n=\dfrac{1}{(n+3)(n+4)}$ แล้วอนุกรมนี้เป็นอนุกรมคอนเวอร์เจนต์ แ,🔴 ไม่เจอเลย,12,✓•ตัวเลือก4ผิดS_nเพิ่มขึ้นแต่อาจลู่เข้า✅คำตอบ:ตัวเลือก2💡เทคนิคที่ใช้:แยกเศษส่วนย่อยแล้วยุบกล้องเหลือพจน์หัวลบลิมิตพจน์ท้าย⚠️จุดที่เด็กมักผิด:ตัวเลือก3อ่านอัตราส่วนกลับด้าน—\fraca_n-1a_n=rทำให้อัตราส่วนร่วมจริงเป็น\frac1r
chap-14-infiniteseries-q22,chap-14-infiniteseries,mc,3,ถ้า $\displaystyle\lim_{n\to\infty}a_n=0$ แล้ว $\displaystyle\sum_{n=1,🔴 ไม่เจอเลย,11,"n\to0แต่ลู่ออก✅คำตอบ:ตัวเลือก4ข้อความผิด💡เทคนิคที่ใช้:หาเคาน์เตอร์เอ็กแซมเปิลอนุกรมฮาร์มอนิกเพื่อหักล้าง""a_n\to0\Rightarrowลู่เข้า""⚠️จุดที่เด็กมักผิด:เข้าใจผิดว่าa_n\to0เพียงพอให้อนุกรมลู่เข้าที่จริงเป็นแค่เงื่อนไขจำเป็น"
chap-14-infiniteseries-q23,chap-14-infiniteseries,mc,1,ถ้าอนุกรมใน (2) เป็นอนุกรมเรขาคณิต จะหาค่า $\displaystyle\lim_{n\to\in,🔴 ไม่เจอเลย,12,"✔ตรวจคำตอบ:มีเพียงตัวเลือก2ที่ผิดคำว่า""เสมอ""✅คำตอบ:ตัวเลือก2ข้อความไม่ถูกต้อง💡เทคนิคที่ใช้:ระวังคำว่า""เสมอ""—เรขาคณิตลู่เข้าเฉพาะ|r|⚠️จุดที่เด็กมักผิด:ลืมเงื่อนไข|r|<1ของอนุกรมเรขาคณิตที่ลู่เข้า"
chap-14-infiniteseries-q24,chap-14-infiniteseries,mc,0,$f(n)=\cos\dfrac{(2n-1)\pi}{2}$,🔴 ไม่เจอเลย,12,n=1:\cos\frac\pi2=0n=2:\cos\frac3\pi2=0✓คงตัวเป็น0✅คำตอบ:ตัวเลือก1💡เทคนิคที่ใช้:มุม\frac2n-1\pi2คือพหุคูณคี่ของ\frac\pi2ทำให้\cos=0คงที่⚠️จุดที่เด็กมักผิด:สับสนระหว่าง\cosกับ\sinของพหุคูณคี่ของ\frac\pi2\cos=0แต่\sin=\pm1
chap-14-infiniteseries-q25,chap-14-infiniteseries,mc,2,$a_n=(-1)^{n+1}\left(\dfrac{n-1}{n}\right)$,🔴 ไม่เจอเลย,13,lignedเข้าใกล้\pm1สลับไม่ลู่เข้า✓✅คำตอบ:ตัวเลือก3💡เทคนิคที่ใช้:ลำดับสลับเครื่องหมายลู่เข้าก็ต่อเมื่อขนาดพจน์\to0—ที่นี่ขนาด\to1\ne0⚠️จุดที่เด็กมักผิด:มองว่า\fracn-1n\to1แล้วสรุปว่าลู่เข้าทั้งที่เครื่องหมายสลับทำให้ลู่ออก
chap-14-infiniteseries-q27,chap-14-infiniteseries,mc,2,ถูกเฉพาะข้อ ข. และ ค.,🔴 ไม่เจอเลย,11,✔ตรวจคำตอบ:ก.ผิดข.ถูกค.ถูก⟹ถูกเฉพาะข.และค.✅คำตอบ:ตัวเลือก3💡เทคนิคที่ใช้:ลดรูปพจน์ก.ให้เป็นค่าคงที่\frac12ก่อนสรุปการลู่เข้า/ลู่ออก⚠️จุดที่เด็กมักผิด:เห็นรากที่สองในข้อก.แล้วเดาว่าลู่ออกทั้งที่ลดรูปได้เป็นค่าคงที่
chap-14-infiniteseries-q52,chap-14-infiniteseries,mc,3,ลำดับไดเวอร์เจนต์คือลำดับที่มีลิมิตเป็นอนันต์ หรือลำดับที่ไม่มีลิมิตเป,🔴 ไม่เจอเลย,12,"ามที่ไม่ถูกต้อง→ตัวเลือก4💡เทคนิคที่ใช้:ตรวจนิยามทีละข้อเทียบกับนิยามมาตรฐานของลำดับลู่เข้า/ลู่ออก⚠️จุดที่เด็กมักผิด:สับสนระหว่าง""ลู่ออก""กับ""ลิมิตเป็นอนันต์""—ในระดับมัธยมถือว่าลำดับลู่ออกคือลำดับที่ไม่มีลิมิตเป็นจำนวนจริง"
chap-14-infiniteseries-q57,chap-14-infiniteseries,fill,'m>n: หาค่าลิมิตไม่ได้ (เป็น $+\\infty$ เมื่อ $a_0/b_0>0$ หรือ $-\\infty$ เมื่อ $a_0/b_0<0$); m<n: 0',m>n: หาค่าลิมิตไม่ได้ (เป็น $+\infty$ เมื่อ $a_0/b_0>0$ หรือ $-\infty$,🔴 ไม่เจอเลย,14,่าส่วน\to0✅คำตอบ:m>nหาค่าลิมิตไม่ได้\pm\inftyตามเครื่องหมายa_0/b_0;m💡เทคนิคที่ใช้:เทียบดีกรีเศษ-ส่วนแล้วหารด้วยกำลังสูงสุดของตัวส่วน⚠️จุดที่เด็กมักผิด:ลืมแยกเครื่องหมายของa_0/b_0ในกรณีm>nหรือสับสนกับกรณีm=nซึ่งได้a_0/b_0
chap-14-infiniteseries-q64,chap-14-infiniteseries,mc,2,ลำดับ $a_n$ มีลิมิตเท่ากับ $-\dfrac{1}{2}$,🔴 ไม่เจอเลย,15,✔ตรวจคำตอบ:แทนn=10x=3^10ค่าเข้าใกล้-0.5✅คำตอบ:ลิมิต=-\frac12→ตัวเลือก3💡เทคนิคที่ใช้:เปลี่ยนตัวแปรx=3^nให้กลายเป็นรูปสังยุครากที่คุ้นเคย⚠️จุดที่เด็กมักผิด:ลืมว่า9^n=3^n^2หรือคิดว่าผลต่างลู่เข้า0โดยไม่คูณสังยุค
chap-14-infiniteseries-q78,chap-14-infiniteseries,mc,2,ผลบวกของอนุกรมอนันต์ ได้แก่ ลิมิตของลำดับผลบวกย่อยของอนุกรมนั้น เมื่อล,🔴 ไม่เจอเลย,18,รงนิยามทุกประการ✓✅คำตอบ:ตัวเลือก3💡เทคนิคที่ใช้:ข้อความนิยามต้องครบเงื่อนไข—ลู่เข้า=มีลิมิตไม่จำกัดว่าเป็น0สูตรอนุกรมต้องระบุเงื่อนไข|r|⚠️จุดที่เด็กมักผิด:จำสูตร\sumi^3สลับกับ\sumi^2หรือเข้าใจว่าลำดับลู่เข้าต้องลิมิตเป็น0
chap-14-infiniteseries-q82,chap-14-infiniteseries,mc,2,ก. ผิด และ ข. ถูก,🔴 ไม่เจอเลย,24,ก→ตัวเลือก3💡เทคนิคที่ใช้:แยกตัวประกอบส่วนเพื่อทำเทเลสโคปและใช้ผลต่างกำลังสองa_4^2-a_2^2=a_4-a_2a_4+a_2ในลำดับเลขคณิต⚠️จุดที่เด็กมักผิด:ในข้อกเผลอตอบ0.35ตามโจทย์โดยไม่คำนวณ0.375ต่างหากในข้อขใช้ขอบบนผลรวมผิดเป็น16จะได้-648
chap-14-infiniteseries-q85,chap-14-infiniteseries,fill,'1 + (ln2)^2/(1-ln2)^2',1 + (ln2)^2/(1-ln2)^2,🔴 ไม่เจอเลย,20,+\frac\ln2^21-\ln2^2\approx6.1026💡เทคนิคที่ใช้:มอง\frac2n+1n^2n+1^2เป็นผลต่างเทเลสโคปของ\frac1n^2และใช้สูตร\sumnx^n=\fracx1-x^2⚠️จุดที่เด็กมักผิด:มองbเป็นเรขาคณิตธรรมดาลืมตัวประกอบnหรือคิด\ln2^n=\ln2^nทั้งที่\ln2^n=n\ln2
chap-14-infiniteseries-q87,chap-14-infiniteseries,fill,'(15/16)log2',(15/16)log2,🔴 ไม่เจอเลย,23,frac1516\log2สอดคล้องกัน✅คำตอบ:\frac1516\log2\approx0.2822💡เทคนิคที่ใช้:ดึง\log2ออกแล้วใช้สูตรอนุกรมเลขคณิต-เรขาคณิต\sum2k-1x^k-1⚠️จุดที่เด็กมักผิด:ลืมว่า\log2^2k-1=2k-1\log2หรือใช้ดัชนีเลขชี้กำลังของ5ผิด5^k-1เริ่มที่k=1
chap-14-infiniteseries-q89,chap-14-infiniteseries,fill,"'A = 15/4, B = 2'","A = 15/4, B = 2",🔴 ไม่เจอเลย,18,บ:A=\frac154B=2💡เทคนิคที่ใช้:สำหรับAแยกพจน์ต้นที่ไม่เข้าแบบแล้วใช้สูตรเรขาคณิตกับส่วนหางสำหรับBใช้เทเลสโคป⚠️จุดที่เด็กมักผิด:มองว่าAเป็นเรขาคณิตตั้งแต่พจน์แรกทั้งที่2+1+\frac12ไม่เข้ารูปพจน์\frac14หายไปทำให้คิดผิดเป็นA=4
chap-15-statistics-q01,chap-15-statistics,mc,4,แนวทางของการศึกษาวิชาสถิติ เป็นการศึกษาข้อมูลในกลุ่มย่อยเพื่อนำไปสู่คว,🔴 ไม่เจอเลย,18,"ชิงนิยามให้หาคำที่""ถูกต้องที่สุด""คือคำที่ไม่มีจุดผิดเลยแม้ตัวเลือกอื่นจะดูคุ้นเคย⚠️จุดที่เด็กมักผิดมักเลือกตัวเลือก1เพราะดูเป็นนิยามคุ้นตาแต่ลืมพิจารณาว่ามันไม่ใช่""ถูกต้องที่สุด""และมักสับสนการจำแนกตามเพศว่าเป็นเชิงปริมาณ"
chap-15-statistics-q02,chap-15-statistics,mc,1,การสรุปผลการวิเคราะห์ทางสถิติซึ่งได้ใช้วิธีการทางสถิติมาอย่างสมบูรณ์แล,🔴 ไม่เจอเลย,16,"คที่ใช้จับคำหลักที่""แรงเกินจริง""เช่นต้องเท่ากันถูกต้องมากขึ้นเชื่อถือได้มากกว่ามักเป็นตัวเลือกที่ผิด⚠️จุดที่เด็กมักผิดเข้าใจว่าการทำกราฟสวยงามทำให้ข้อมูล""ถูกต้อง""ขึ้นทั้งที่จริงเพียงช่วยให้""สื่อสารและเปรียบเทียบ""ง่ายขึ้น"
chap-15-statistics-q03,chap-15-statistics,mc,4,"น้อยกว่าพื้นที่ที่ใช้ปลูกอ้อยและปลูกข้าวโพดรวมกัน 39,600 ไร่",🔴 ไม่เจอเลย,19,"600ไร่→ตัวเลือก5💡เทคนิคที่ใช้เปรียบเทียบเป็น""ร้อยละ""ก่อนคูณฐานเดียวเช่น16\%+20\%-25\%=11\%แล้ว11\%\times360000=39600ลดการคำนวณ⚠️จุดที่เด็กมักผิดสับสนระหว่าง""อ้อย+ข้าว""กับ""อ้อย+ข้าวโพด""ในตัวเลือก4และ5ต้องอ่านชนิดพืชให้ตรง"
chap-15-statistics-q06,chap-15-statistics,mc,3,ร้อยละ 30.0 ของผู้ป่วยที่มารับการตรวจ มีปริมาณไขมันในเลือดน้อยกว่า 153,🔴 ไม่เจอเลย,16,"0→ตัวเลือก4💡เทคนิคที่ใช้""น้อยกว่าขอบล่างของชั้นถัดไป""อ่านค่าความถี่สะสมของชั้นก่อนหน้าได้ทันทีเช่นน้อยกว่า153คือสะสมถึงชั้น148-152=9⚠️จุดที่เด็กมักผิดลืมว่าตารางเป็น""ความถี่สะสม""ไม่ใช่ความถี่ปกติจึงนับซ้ำหรือคำนวณช่วงผิด"
chap-15-statistics-q103,chap-15-statistics,mc,4,นาย ก และนาย ข สอบได้เพียงสองคนเท่านั้น,🔴 ไม่เจอเลย,18,ิชาคณิตศาสตร์✅คำตอบ:นายกและนายขสอบได้→ตัวเลือก5💡เทคนิคที่ใช้ต้องผ่านเกณฑ์ทุกวิชาตรวจค่ามาตรฐานแยกแต่ละวิชาถ้าวิชาใดต่ำกว่าเกณฑ์ถือว่าไม่ผ่าน⚠️จุดที่เด็กมักผิดดูคะแนนดิบนายคได้อังกฤษสูงสุด79แล้วเข้าใจว่าผ่านทั้งที่คณิตz<1
chap-15-statistics-q108,chap-15-statistics,mc,2,นักเรียนห้อง ก มีมาตรฐานสูงกว่านักเรียนห้อง ข,🔴 ไม่เจอเลย,15,มาตรฐานสูงกว่าห้องข→ตัวเลือก3💡เทคนิคที่ใช้เทียบการกระจายของข้อมูลคนละชุดที่มีค่าเฉลี่ยต่างกันใช้C.V.ไม่ใช่sตรงๆ⚠️จุดที่เด็กมักผิดเทียบจากs15.2>14.5แล้วสรุปผิดและตัวเลือก4ผิดเพราะเกณฑ์\barx+2sของสองห้องไม่เท่ากัน62.7กับ54
chap-15-statistics-q110,chap-15-statistics,mc,2,มีค่าอยู่ระหว่างมัธยฐานและเปอร์เซ็นไทล์ที่ $75$,🔴 ไม่เจอเลย,17,ช้เงื่อนไข“40\%มีz\ge1.5”บอกว่าการแจกแจงไม่ปกติต้องใช้สัดส่วนจริงในการหาตำแหน่งP75ไม่ใช้ตารางzปกติ⚠️จุดที่เด็กมักผิดใช้ตารางปกติคิดว่าz=1มากกว่าP75ซึ่งz\approx0.67ในกรณีปกติแล้วตอบข้อ4แต่โจทย์ให้ข้อมูลว่าการแจกแจงไม่ปกติ
chap-15-statistics-q111,chap-15-statistics,mc,0,"$53.8,\ 16.14$",🔴 ไม่เจอเลย,16,rox70คลาดเคลื่อนจากการปัดเศษตรงเงื่อนไข✅คำตอบ:\barx\approx53.8s\approx16.14→ตัวเลือก1💡เทคนิคที่ใช้รวมเงื่อนไขzและC.V.เป็นสมการเดียว70=\barx1+C.V.⚠️จุดที่เด็กมักผิดลืมว่าz=1หมายถึงx=\barx+sพอดีไม่ใช่\barx+1จึงตั้งสมการผิด
chap-15-statistics-q117,chap-15-statistics,mc,2,"$A=1.05,\ B=66.75$ คะแนน",🔴 ไม่เจอเลย,18,z_\textว=\frac66.75-6015=0.45A+z_\textว=1.05+0.45=1.5✓✅คำตอบ:A=1.05B=66.75→ตัวเลือก3💡เทคนิคที่ใช้รวมค่ามาตรฐานสองคนเป็นสมการผลบวกคะแนนแล้วใช้ผลต่างคะแนนแก้ระบบ⚠️จุดที่เด็กมักผิดสลับAค่ามาตรฐานของคณิต=1.05กับzของวิทยา0.45
chap-15-statistics-q120,chap-15-statistics,mc,0,ข้อมูลที่มีการกระจายมาก เส้นโค้งปกติจะมีความโด่งน้อย,🔴 ไม่เจอเลย,16,ำตอบ:ข้อมูลกระจายมากเส้นโค้งปกติโด่งน้อย→ตัวเลือก1💡เทคนิคที่ใช้ความโด่งของเส้นโค้งปกติแปรผกผันกับส่วนเบี่ยงเบนมาตรฐาน⚠️จุดที่เด็กมักผิดเทียบการกระจายด้วยsตรงๆตัวเลือก2โดยลืมว่าค่าเฉลี่ยต่างกันต้องใช้สัมประสิทธิ์การแปรผัน
chap-15-statistics-q121,chap-15-statistics,mc,4,เส้นโค้งปกติที่มีความโด่งมาก จะชันกว่าเส้นโค้งปกติที่มีความโด่งน้อยกว่,🔴 ไม่เจอเลย,16,งโด่งมากชันกว่าโด่งน้อยเมื่อค่าเฉลี่ยเท่ากัน→ตัวเลือก5💡เทคนิคที่ใช้โยงความโด่งของเส้นโค้งปกติกับขนาดของส่วนเบี่ยงเบนมาตรฐาน⚠️จุดที่เด็กมักผิดเข้าใจว่าพื้นที่68\%ใน1ส่วนเบี่ยงเบนมาตรฐานการันตีว่าเป็นการแจกแจงปกติตัวเลือก1
chap-15-statistics-q128,chap-15-statistics,mc,2,$62$ คะแนน,🔴 ไม่เจอเลย,13,✔ตรวจคำตอบz=\frac62-5010=1.2ให้พื้นที่สะสมPZ💡เทคนิคที่ใช้แปลงเปอร์เซ็นไทล์เป็นพื้นที่ทางซ้าย→หาz→แปลงเป็นคะแนน⚠️จุดที่เด็กมักผิดสับสนพื้นที่สะสมPZ<zกับพื้นที่จากแกนกลางหรืออ่านตารางผิดทิศ
chap-15-statistics-q132,chap-15-statistics,mc,3,$87.5$,🔴 ไม่เจอเลย,14,✔ตรวจคำตอบพื้นที่สะสมทางซ้ายของz=1คือPZ💡เทคนิคที่ใช้ใช้พื้นที่ที่โจทย์กำหนดไม่ใช้ค่า68\%จากตารางมาตรฐาน⚠️จุดที่เด็กมักผิดตอบ37.5โดยลืมบวกครึ่งซ้ายหรือใช้68\%แทน75\%
chap-15-statistics-q136,chap-15-statistics,mc,3,$a=78.88$ และ $b < 42$,🔴 ไม่เจอเลย,21,✔ตรวจคำตอบa=78.88และb💡เทคนิคที่ใช้ตั้งพื้นที่ของช่วงน้ำหนักให้เท่ากับaแล้วหาz_bจากพื้นที่ส่วนที่เหลือ⚠️จุดที่เด็กมักผิดลืมว่าช่วงน้ำหนักเริ่มที่z=-2ไม่สมมาตรจึงต้องบวกพื้นที่สะสมใต้z=-2คือPZ<-2=0.0227ก่อนเทียบตาราง
chap-15-statistics-q140,chap-15-statistics,mc,3,ผู้ที่ได้คะแนนระหว่าง $54$ ถึง $80$ มีมากกว่า $800$ คน,🔴 ไม่เจอเลย,18,"คำตอบมีเพียงตัวเลือก4ที่ผิดจำนวนเท่ากับ800พอดี✅คำตอบ:ตัวเลือก4ผิด→ตัวเลือก4💡เทคนิคที่ใช้หา\muจากพื้นที่แล้วตรวจแต่ละข้อด้วยค่ามาตรฐานและพื้นที่ใต้เส้นโค้ง⚠️จุดที่เด็กมักผิดเข้าใจว่า800คนเป็น""มากกว่า800""ที่จริงเท่ากับพอดี"
chap-15-statistics-q142,chap-15-statistics,mc,3,"$140,\ 25$",🔴 ไม่เจอเลย,19,ำตอบ\frac149.4-1405=1.88✓และ\frac140-136.55=0.7✓✅คำตอบ:ฐานนิยม140ความแปรปรวน25→ตัวเลือก4💡เทคนิคที่ใช้ตั้งสองสมการจากพื้นที่สองช่วงแล้วบวกกันเพื่อกำจัด\muหาs⚠️จุดที่เด็กมักผิดตอบความแปรปรวนเป็นs=5ที่จริงความแปรปรวน=s^2=25
chap-15-statistics-q145,chap-15-statistics,mc,0,ค่าเฉลี่ยเลขคณิตเท่ากับ $3$ ความแปรปรวนเท่ากับ $8.88$,🔴 ไม่เจอเลย,18,→ตัวเลือก1💡เทคนิคที่ใช้โยงz=0.67เข้ากับควอไทล์Q_1Q_3แล้วใช้นิยามQ.D.และสัมประสิทธิ์ควอไทล์แยกหา\sigmaกับค่ากลาง⚠️จุดที่เด็กมักผิดสับสนระหว่างส่วนเบี่ยงเบนควอไทล์2กับส่วนเบี่ยงเบนมาตรฐาน2.98แล้วนำ2^2=4ไปตอบเป็นความแปรปรวน
chap-15-statistics-q158,chap-15-statistics,mc,3,$x_3 < x_1 < x_2$,🔴 ไม่เจอเลย,17,รวจคำตอบx_3💡เทคนิคที่ใช้ที่เปอร์เซ็นไทล์เดียวกันคะแนนแปรผันตามส่วนเบี่ยงเบนมาตรฐานเมื่อค่าเฉลี่ยเท่ากัน⚠️จุดที่เด็กมักผิดคิดว่าส่วนเบี่ยงเบนมาตรฐานรวม=เฉลี่ยของsทั้งสอง3.5ที่จริงต้องเฉลี่ยความแปรปรวนก่อนถอดราก\approx3.54
chap-15-statistics-q16,chap-15-statistics,mc,1,ค่าเฉลี่ยเลขคณิตของข้อมูลทั้งสองชุดเท่ากัน แต่มัธยฐานของข้อมูลสองชุดนี,🔴 ไม่เจอเลย,18,มัธยฐานต่างกัน→ตัวเลือก2💡เทคนิคที่ใช้ข้อมูลสองชุดอาจมีค่าเฉลี่ยเท่ากันได้แม้การกระจายต่างกันจึงต้องตรวจทั้งค่าเฉลี่ยและมัธยฐานแยกกัน⚠️จุดที่เด็กมักผิดลืมเรียงข้อมูลก่อนหามัธยฐานหรือเมื่อnเป็นคู่ลืมเฉลี่ยสองตัวกลางของชุดB
chap-15-statistics-q162,chap-15-statistics,mc,1,ถ้าทราบส่วนสูงของพ่อ สามารถประมาณส่วนสูงโดยเฉลี่ยของลูกได้จาก $y=1.05x,🔴 ไม่เจอเลย,14,"✔ตรวจคำตอบมีเพียงตัวเลือก2ที่ถูกต้อง✅คำตอบ:ตัวเลือก2💡เทคนิคที่ใช้สมการถดถอยทำนาย""ค่าเฉลี่ย""ของตัวแปรตามจากตัวแปรต้นทิศเดียว⚠️จุดที่เด็กมักผิดเข้าใจว่าทำนายได้ทุกคนที่จริงเป็นค่าเฉลี่ยหรือทำนายย้อนทิศได้"
chap-15-statistics-q164,chap-15-statistics,mc,3,ในการทำนายค่า $Y$ ถ้า $X$ มีค่าเท่ากับ $11$ จะทำนายค่า $Y$ เป็น $7.541,🔴 ไม่เจอเลย,17,✔ตรวจคำตอบมีเพียงตัวเลือก4ที่ถูก✅คำตอบ:\beginalignedX&=11\Y&=7.541\endaligned→ตัวเลือก4💡เทคนิคที่ใช้แทนXในสมการถดถอยตรงๆเพื่อทำนาย\hatY⚠️จุดที่เด็กมักผิดใช้ค่าYจากตารางแทนค่าที่ทำนายจากสมการ
chap-15-statistics-q177,chap-15-statistics,mc,3,แต่ละครอบครัวจะมีรายได้มากกว่ารายจ่ายเสมอ,🔴 ไม่เจอเลย,17,"✔ตรวจคำตอบมีเพียงตัวเลือก4ที่ผิด✅คำตอบ:ตัวเลือก4ผิด→ตัวเลือก4💡เทคนิคที่ใช้ตรวจ""เสมอ""ด้วยการหาเงื่อนไขx>yไม่จริงทุกค่า⚠️จุดที่เด็กมักผิดคิดว่ารายได้มากกว่ารายจ่ายเสมอทั้งที่เมื่อรายได้ต่ำรายจ่ายอาจมากกว่า"
