id,ชุด,type,correct,เหตุผล,ธง,บรรทัดคำตอบในเฉลย (200 ตัว)
gen-chap-02-logic-q318,gen-chap-02-logic,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ข้อ ง  $\forall x\exists y[(x-1)y=0]$
gen-chap-02-logic-q336,gen-chap-02-logic,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ 12
gen-chap-03-real-q018,gen-chap-03-real,fill,7/2,ไม่พบค่า 7/2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $\dfrac72$
gen-chap-03-real-q079,gen-chap-03-real,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $\mathbb{R}$
gen-chap-03-real-q089,gen-chap-03-real,fill,13/4,ไม่พบค่า 13/4 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $x=\dfrac{13}4$
gen-chap-03-real-q105,gen-chap-03-real,fill,1/3,ไม่พบค่า 1/3 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $\dfrac13$
gen-chap-03-real-q117,gen-chap-03-real,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ข้อ ก ไม่จริง (อตรรกยะ$\times$อตรรกยะ อาจเป็นตรรกยะ)
gen-chap-03-real-q118,gen-chap-03-real,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $2^{\frac12}$ เป็นจำนวนอตรรกยะ
gen-chap-03-real-q122,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ไม่มีเอกลักษณ์ จึงไม่เป็นกรุป
gen-chap-03-real-q125,gen-chap-03-real,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ อินเวอร์สของ $8$ คือ $\dfrac12$
gen-chap-03-real-q151,gen-chap-03-real,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ $A'=(-1,\infty)$"
gen-chap-03-real-q178,gen-chap-03-real,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ เซตคำตอบ $=\{5\}$
gen-chap-03-real-q179,gen-chap-03-real,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ เซตคำตอบ $=(4,\infty)$"
gen-chap-03-real-q183,gen-chap-03-real,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ เศษเหลือ $=3x-3$
gen-chap-03-real-q184,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ เซตคำตอบ $=[1,5]$"
gen-chap-03-real-q195,gen-chap-03-real,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ข้อ D
gen-chap-03-real-q204,gen-chap-03-real,fill,-8/5,ไม่พบค่า -8/5 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $k=-\dfrac85$
gen-chap-03-real-q213,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $*$ มีสมบัติสลับที่
gen-chap-03-real-q216,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $*$ ไม่ปิดบน $\mathbb{Z}$
gen-chap-03-real-q224,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $0$ เป็นเอกลักษณ์ขวา แต่ $*$ ไม่มีเอกลักษณ์ซ้าย
gen-chap-03-real-q281,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ $\left[-\dfrac{3}{2},3\right]$"
gen-chap-03-real-q296,gen-chap-03-real,fill,-5/6,ไม่พบค่า -5/6 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $-\dfrac56$
gen-chap-03-real-q301,gen-chap-03-real,fill,3/2,ไม่พบค่า 3/2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ ค่ามากที่สุดคือ $\dfrac32$
gen-chap-03-real-q306,gen-chap-03-real,fill,7/2,ไม่พบค่า 7/2 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ ผลบวกคือ $\dfrac72$
gen-chap-03-real-q307,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $3*4=14$
gen-chap-03-real-q309,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ข้อที่ไม่จริงคือ 'มีจำนวนตรรกยะ $a$ ที่ $a^2=3$'
gen-chap-03-real-q311,gen-chap-03-real,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ อินเวอร์สของ $5$ คือ $\dfrac72$
gen-chap-03-real-q313,gen-chap-03-real,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ไม่เป็นกรุป เพราะ $\dfrac12$ ไม่มีอินเวอร์ส
gen-chap-03-real-q314,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ มีเอกลักษณ์ขวาคือ $0$ แต่ไม่มีเอกลักษณ์ซ้าย
gen-chap-03-real-q315,gen-chap-03-real,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ไม่มีทั้งสมบัติสลับที่และสมบัติเปลี่ยนหมู่
gen-chap-03-real-q321,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ เป็นกรุป เอกลักษณ์ $2$ อินเวอร์สของ $a$ คือ $\dfrac{4}{a}$
gen-chap-03-real-q324,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ไม่เป็นกรุป เพราะ $1$ ไม่มีอินเวอร์สใน $\mathbb{Z}$
gen-chap-03-real-q353,gen-chap-03-real,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ข้อแรก
gen-chap-03-real-q356,gen-chap-03-real,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ข้อแรก
gen-chap-03-real-q379,gen-chap-03-real,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $\sqrt3+\sqrt6\gt\sqrt2+\sqrt7$
gen-chap-03-real-q381,gen-chap-03-real,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ $(A\cap B)-C=(1,2]$"
gen-chap-03-real-q382,gen-chap-03-real,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ $(A\cup B)\cap C=[2,5]$"
gen-chap-04-coord-q010,gen-chap-04-coord,fill,"(8,0),(0,-6)","ไม่พบค่า (8,0),(0,-6) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: จุดตัดแกน $x$ คือ $(8,0)$ และจุดตัดแกน $y$ คือ $(0,-6)$"
gen-chap-04-coord-q014,gen-chap-04-coord,fill,45°,ไม่พบค่า 45° ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\theta=45^{\circ}$
gen-chap-04-coord-q021,gen-chap-04-coord,fill,"$(3,-2),\ r=5$","ไม่พบค่า $(3,-2),\ r=5$ ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: จุดศูนย์กลาง $(3,-2)$ และรัศมี $r=5$"
gen-chap-04-coord-q027,gen-chap-04-coord,fill,$8$,ไม่พบค่า $8$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: ความยาวคอร์ด $=8$
gen-chap-04-coord-q030,gen-chap-04-coord,fill,$4$,ไม่พบค่า $4$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: ความยาวเส้นสัมผัส $=4$
gen-chap-04-coord-q070,gen-chap-04-coord,fill,$\dfrac{8\sqrt{2}}{3}$,ไม่พบค่า $\dfrac{8\sqrt{2}}{3}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{8\sqrt2}{3}$
gen-chap-04-coord-q077,gen-chap-04-coord,fill,$\dfrac{3}{2}$,ไม่พบค่า $\dfrac{3}{2}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $e_h=\dfrac{3}{2}$
gen-chap-04-coord-q078,gen-chap-04-coord,fill,$4\sqrt{3}$,ไม่พบค่า $4\sqrt{3}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $r=4\sqrt3$
gen-chap-04-coord-q085,gen-chap-04-coord,fill,$\sqrt{2}$,ไม่พบค่า $\sqrt{2}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: รัศมี $= \sqrt{2}$
gen-chap-04-coord-q089,gen-chap-04-coord,fill,$\dfrac{5}{4}$,ไม่พบค่า $\dfrac{5}{4}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $e_h = \dfrac{5}{4}$
gen-chap-04-coord-q090,gen-chap-04-coord,fill,$\dfrac{8}{5}$,ไม่พบค่า $\dfrac{8}{5}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $r = \dfrac{8}{5}$
gen-chap-04-coord-q096,gen-chap-04-coord,fill,$\dfrac{\sqrt{5}}{5}$,ไม่พบค่า $\dfrac{\sqrt{5}}{5}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $e = \dfrac{\sqrt{5}}{5}$
gen-chap-04-coord-q100,gen-chap-04-coord,fill,$3\sqrt{3}$,ไม่พบค่า $3\sqrt{3}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $t = 3\sqrt{3}$
gen-chap-04-coord-q101,gen-chap-04-coord,fill,"(28/5, 26/5)","ไม่พบค่า (28/5, 26/5) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $F=\left(\dfrac{28}{5},\dfrac{26}{5}\right)$"
gen-chap-04-coord-q107,gen-chap-04-coord,fill,-5 < c < 5,ไม่พบค่า -5 < c < 5 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $-5\lt c\lt5$
gen-chap-04-coord-q110,gen-chap-04-coord,fill,"(4, 3/2)","ไม่พบค่า (4, 3/2) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $\left(4,\dfrac{3}{2}\right)$"
gen-chap-04-coord-q111,gen-chap-04-coord,fill,$8√5/5$,ไม่พบค่า $8√5/5$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\overline{AB}=\dfrac{8\sqrt5}{5}$
gen-chap-04-coord-q112,gen-chap-04-coord,fill,$2√7$,ไม่พบค่า $2√7$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\ell=2\sqrt7$
gen-chap-04-coord-q119,gen-chap-04-coord,fill,$2√11$,ไม่พบค่า $2√11$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: ความยาวคอร์ด $=2\sqrt{11}$
gen-chap-04-coord-q125,gen-chap-04-coord,fill,"$(2,√3)$","ไม่พบค่า $(2,√3)$ ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $(2,\sqrt{3})$"
gen-chap-04-coord-q133,gen-chap-04-coord,fill,-3/4,ไม่พบค่า -3/4 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $m_2=-\dfrac{3}{4}$
gen-chap-04-coord-q136,gen-chap-04-coord,fill,$√13$,ไม่พบค่า $√13$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $QB=\sqrt{13}$
gen-chap-04-coord-q137,gen-chap-04-coord,fill,$±√55$,ไม่พบค่า $±√55$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $c=\pm\sqrt{55}$
gen-chap-04-coord-q169,gen-chap-04-coord,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ค่ามากสุด $=5$
gen-chap-04-coord-q171,gen-chap-04-coord,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ระยะสั้นสุด $=\dfrac{3\sqrt{2}}{2}$
gen-chap-04-coord-q179,gen-chap-04-coord,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ระยะสั้นสุด $=\dfrac{6\sqrt5}{5}$
gen-chap-04-coord-q180,gen-chap-04-coord,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: ค่ามากสุด $=10+\sqrt{5}$
gen-chap-04-coord-q184,gen-chap-04-coord,fill,$\dfrac{9}{2}$,ไม่พบค่า $\dfrac{9}{2}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: รัศมี $=\dfrac{9}{2}$
gen-chap-04-coord-q190,gen-chap-04-coord,fill,"$m=\pm\dfrac{3}{2},\ \pm\dfrac{\sqrt{10}}{2}$","ไม่พบค่า $m=\pm\dfrac{3}{2},\ \pm\dfrac{\sqrt{10}}{2}$ ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,✅ คำตอบ: $m=\pm\dfrac{3}{2}$ หรือ $m=\pm\dfrac{\sqrt{10}}{2}$
gen-chap-04-coord-q197,gen-chap-04-coord,fill,"$x-y+2=0,\ 2x+y+1=0$","ไม่พบค่า $x-y+2=0,\ 2x+y+1=0$ ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,✅ คำตอบ: $x-y+2=0$ และ $2x+y+1=0$
gen-chap-04-coord-q205,gen-chap-04-coord,fill,$3\sqrt{2}$,ไม่พบค่า $3\sqrt{2}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: รัศมี $=3\sqrt2$
gen-chap-04-coord-q207,gen-chap-04-coord,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: มีสองวง ตามตัวเลือกแรก
gen-chap-04-coord-q211,gen-chap-04-coord,fill,$5\sqrt{3}$,ไม่พบค่า $5\sqrt{3}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $AB=5\sqrt3$
gen-chap-04-coord-q214,gen-chap-04-coord,fill,$3\sqrt{5}$,ไม่พบค่า $3\sqrt{5}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $3\sqrt5$
gen-chap-04-coord-q221,gen-chap-04-coord,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ความยาวเลตัสเรกตัม $=12$
gen-chap-04-coord-q244,gen-chap-04-coord,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ เส้นรอบรูป $=20$
gen-chap-04-coord-q245,gen-chap-04-coord,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $e=\dfrac{\sqrt2}{2}$
gen-chap-04-coord-q247,gen-chap-04-coord,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ความชัน $=-\dfrac{1}{2}$
gen-chap-04-coord-q248,gen-chap-04-coord,fill,$3\sqrt{3}$,ไม่พบค่า $3\sqrt{3}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ พื้นที่ $=3\sqrt3$
gen-chap-04-coord-q249,gen-chap-04-coord,fill,$3\sqrt{2}$,ไม่พบค่า $3\sqrt{2}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $CD=3\sqrt2$
gen-chap-04-coord-q251,gen-chap-04-coord,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ พื้นที่ $=3\sqrt3$
gen-chap-04-coord-q255,gen-chap-04-coord,fill,$6\sqrt{3}$,ไม่พบค่า $6\sqrt{3}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $6\sqrt3$
gen-chap-04-coord-q256,gen-chap-04-coord,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $e=\dfrac{3}{2}$
gen-chap-04-coord-q259,gen-chap-04-coord,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $e=\dfrac{\sqrt3}{3}$
gen-chap-04-coord-q260,gen-chap-04-coord,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ ความชัน $=-\dfrac{9}{32}$
gen-chap-04-coord-q262,gen-chap-04-coord,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $e_2=\dfrac{5}{4}$
gen-chap-04-coord-q268,gen-chap-04-coord,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $\sqrt7$
gen-chap-04-coord-q278,gen-chap-04-coord,fill,$2√3/3$,ไม่พบค่า $2√3/3$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{2\sqrt3}{3}$
gen-chap-04-coord-q285,gen-chap-04-coord,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $4\sqrt3$
gen-chap-04-coord-q297,gen-chap-04-coord,fill,$4√2$,ไม่พบค่า $4√2$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $4\sqrt2$
gen-chap-04-coord-q306,gen-chap-04-coord,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $R=5$
gen-chap-04-coord-q309,gen-chap-04-coord,fill,$2√10$,ไม่พบค่า $2√10$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $2\sqrt{10}$
gen-chap-04-coord-q310,gen-chap-04-coord,fill,$5√2/2$,ไม่พบค่า $5√2/2$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $\dfrac{5\sqrt{2}}{2}$
gen-chap-04-coord-q317,gen-chap-04-coord,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $k=5$ หรือ $k=-15$
gen-chap-04-coord-q318,gen-chap-04-coord,fill,$4√5$,ไม่พบค่า $4√5$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $4\sqrt{5}$
gen-chap-04-coord-q321,gen-chap-04-coord,fill,$3\sqrt{2}$,ไม่พบค่า $3\sqrt{2}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $r=3\sqrt{2}$
gen-chap-04-coord-q323,gen-chap-04-coord,fill,$5$,ไม่พบค่า $5$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $r=5$
gen-chap-04-coord-q330,gen-chap-04-coord,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $k=9$ หรือ $k=49$
gen-chap-04-coord-q331,gen-chap-04-coord,fill,$3$,ไม่พบค่า $3$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ $r=3$
gen-chap-04-coord-q349,gen-chap-04-coord,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ พื้นที่ $=4$
gen-chap-04-coord-q350,gen-chap-04-coord,fill,$\dfrac{3}{4}$,ไม่พบค่า $\dfrac{3}{4}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ พิกัด $y$ ของโฟกัส $=\dfrac{3}{4}$
gen-chap-04-coord-q360,gen-chap-04-coord,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ $PF=6$
gen-chap-04-coord-q361,gen-chap-04-coord,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ: $(2+\sqrt{5},-1)$ และ $(2-\sqrt{5},-1)$"
gen-chap-04-coord-q362,gen-chap-04-coord,fill,$\dfrac{\sqrt{5}}{3}$,ไม่พบค่า $\dfrac{\sqrt{5}}{3}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $e=\dfrac{\sqrt{5}}{3}$
gen-chap-04-coord-q364,gen-chap-04-coord,fill,"(3,0) และ (0,2)","ไม่พบค่า (3,0) และ (0,2) ในบรรทัดคำตอบ",🟠 ตรวจด้วยตา,"✅ คำตอบ: $(3,0)$ และ $(0,2)$"
gen-chap-04-coord-q368,gen-chap-04-coord,fill,$\pm 2$,ไม่พบค่า $\pm 2$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $c=\pm2$
gen-chap-04-coord-q369,gen-chap-04-coord,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $e=\dfrac{3}{5}$
gen-chap-04-coord-q372,gen-chap-04-coord,fill,x+y=5 และ x+y=-5,ไม่พบค่า x+y=5 และ x+y=-5 ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $x+y=5$ และ $x+y=-5$
gen-chap-05-function-q006,gen-chap-05-function,fill,$\sqrt{2}$,ไม่พบค่า $\sqrt{2}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,"✅ คำตอบ: $b=\sqrt{2}$ (เรนจ์ $[0,\sqrt{2}]$)"
gen-chap-05-function-q009,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ: $\left[-\dfrac{1}{2},\dfrac{1}{6}\right]$"
gen-chap-05-function-q022,gen-chap-05-function,fill,$x^{2} - 1$,ไม่พบค่า $x^{2} - 1$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=x^2-1$
gen-chap-05-function-q023,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g\circ h)(x)=4x^2-12x+9$
gen-chap-05-function-q024,gen-chap-05-function,fill,$x^{2} + 2 x - 1$,ไม่พบค่า $x^{2} + 2 x - 1$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $g(x)=x^2+2x-1$
gen-chap-05-function-q025,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{10}(x)=\dfrac{x}{10x+1}$
gen-chap-05-function-q032,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{-1}(10)=2$
gen-chap-05-function-q033,gen-chap-05-function,fill,(x+2)/(3-x),ไม่พบค่า (x+2)/(3-x) ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f^{-1}(x)=\dfrac{x+2}{3-x}$ (โดเมน $x\ne 3$)
gen-chap-05-function-q036,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $k=2$
gen-chap-05-function-q037,gen-chap-05-function,fill,$-2-\sqrt{\dfrac{x+3}{2}}$,ไม่พบค่า $-2-\sqrt{\dfrac{x+3}{2}}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,"✅ คำตอบ: $f^{-1}(x)=-2-\sqrt{\dfrac{x+3}{2}},\ x\ge -3$"
gen-chap-05-function-q038,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g)^{-1}(x)=\dfrac{3x-5}{2}$
gen-chap-05-function-q074,gen-chap-05-function,mc,1,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,"✅ คำตอบ: $(-\infty,-\sqrt3\,]\cup[\sqrt3,\infty)$"
gen-chap-05-function-q089,gen-chap-05-function,fill,$2\sqrt{2}$,ไม่พบค่า $2\sqrt{2}$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: ค่าสูงสุด $=2\sqrt{2}$
gen-chap-05-function-q151,gen-chap-05-function,mc,2,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g)(-1)=7$
gen-chap-05-function-q154,gen-chap-05-function,fill,$x^{2} - x - 2$,ไม่พบค่า $x^{2} - x - 2$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=x^2-x-2$
gen-chap-05-function-q155,gen-chap-05-function,mc,0,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $g(x)=x^2-2x$
gen-chap-05-function-q157,gen-chap-05-function,mc,3,บรรทัดคำตอบไม่ระบุเลขตัวเลือก,🟠 ตรวจด้วยตา,✅ คำตอบ: $(f\circ g\circ h)(x)=2x+2$
gen-chap-05-function-q161,gen-chap-05-function,fill,$x^{2} + 2 x$,ไม่พบค่า $x^{2} + 2 x$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=x^2+2x$
gen-chap-05-function-q162,gen-chap-05-function,fill,$x^{2} + 3 x + 1$,ไม่พบค่า $x^{2} + 3 x + 1$ ในบรรทัดคำตอบ,🟠 ตรวจด้วยตา,✅ คำตอบ: $f(x)=x^2+3x+1$
