id,ชุด,ชนิด,มีตาราง,มีรูป,correct,หัวโจทย์ 110 ตัวอักษร
pat1-2554-03-q08,pat1-2554-03,mc,,มี,3,"ให้เส้นตรง $x - y + 2 = 0$ ตัดกับวงกลม $x^2 + y^2 + 6x - 4y + 4 = 0$ ที่จุด $A$ และจุด $B$ ถ้า $(a, b)$ เป็นจุ"
pat1-2554-03-q10,pat1-2554-03,mc,,มี,3,ถ้า $A$ แทนเซตคำตอบของ $2(\log_3 x - 1)^{\frac{1}{2}} + \log_{\frac{1}{3}} x^3 + 4 > 0$ แล้วเซต $A$ เป็นสับเซต
pat1-2554-03-q24,pat1-2554-03,mc,มี,,0,กำหนดตารางแสดงพื้นที่ใต้โค้งปกติมาตรฐาน ที่อยู่ระหว่าง 0 ถึง $z$ (ตามตารางที่ให้) ความสูงของนักเรียน 2 กลุ่ม ม
pat1-2554-03-q25,pat1-2554-03,mc,มี,,3,บริษัทผลิตหลอดไฟต้องการรับประกันคุณภาพผลิตภัณฑ์ของบริษัท โดยจะเปลี่ยนเป็นหลอดใหม่ถ้าหลอดเดิมชำรุด บริษัทจะรับป
pat1-2554-03-q26,pat1-2554-03,fill,,มี,415,โรงเรียนแห่งหนึ่งมีนักเรียนจำนวน 750 คน พบว่ามีนักเรียนจำนวน 30 คน ไม่เล่นกีฬาเลย นอกนั้นเล่นกีฬาอย่างน้อยหนึ่
pat1-2554-03-q38,pat1-2554-03,fill,,มี,157.5,"จงหาผลคูณของค่าสูงสุดและค่าต่ำสุดของฟังก์ชัน $f(x, y) = x + y + 2$ ภายใต้เงื่อนไขข้อจำกัดต่อไปนี้ (1) $x + 2y "
pat1-2554-03-q47,pat1-2554-03,fill,มี,,48.8,"ข้อมูลความสูง (เซนติเมตร) และน้ำหนัก (กิโลกรัม) ของนักเรียนหญิง 4 คน เป็นดังตาราง (คนที่ 1–4 ความสูง 150, 152,"
pat1-2554-12-q04,pat1-2554-12,mc,,มี,1,"กำหนดให้ $A = \{\, x \in \mathbb{R} \mid 2^{2x} - 2^{x+2} > 2^{\,x+\frac{1}{2}} - \sqrt{32} \,\}$ เมื่อ $\math"
pat1-2554-12-q05,pat1-2554-12,mc,,มี,0,"กำหนดให้ $r = \left\{\, (x, y) \in \mathbb{R} \times \mathbb{R} \;\middle|\; y = \dfrac{1}{\sqrt{5 - |3 - x|}}"
pat1-2554-12-q06,pat1-2554-12,mc,,มี,0,"ให้ $P$ เป็นจุดบนวงกลม $x^2 + y^2 + 2x - 4y - 15 = 0$ ที่อยู่ใกล้จุด $A(1, 3)$ มากที่สุด จงหาระยะระหว่างจุด $P"
pat1-2554-12-q09,pat1-2554-12,mc,,มี,3,"กำหนดให้พาราโบลามีจุดยอดที่ $(-3, -2)$ ผ่านจุดโฟกัสของไฮเพอร์โบลา $5x^2 - 4y^2 - 16y + 4 = 0$ จงหาสมการไดเรคตร"
pat1-2554-12-q11,pat1-2554-12,fill,,มี,1.25,ร้านค้าผลิตถุงแบบ A วันละ $x$ ชิ้น และแบบ B วันละ $y$ ชิ้น โดยที่ $40 \le 2x + y \le 60$ $105 \le 2x + 3y \le 
pat1-2554-12-q12,pat1-2554-12,mc,,มี,3,จากรูป $\vec{a} + \vec{b} + \vec{c} = \vec{0}$ (ดูรูปประกอบ) ข้อใดต่อไปนี้ถูก
pat1-2554-12-q13,pat1-2554-12,mc,,มี,2,"กำหนดให้ $A, B, C$ เป็นจุดยอดของสามเหลี่ยม $P$ เป็นจุดกึ่งกลางของ $AC$ , $Q$ อยู่บน $AB$ ทำให้ $AQ : QB = 1 : "
pat1-2554-12-q14,pat1-2554-12,mc,,มี,1,"กำหนดให้ $z_1, z_2, z_3$ เป็นรากของสมการ $(z + 2i)^3 = 8i$ จงหาค่าของ $|z_1| + |z_2| + |z_3|$"
pat1-2554-12-q16,pat1-2554-12,mc,,มี,3,กำหนดให้ $c = \arcsin\dfrac{3}{5} + \text{arccot}\dfrac{5}{3} - \arctan\dfrac{8}{19}$ ถ้า $A$ เป็นเซตคำตอบของส
pat1-2554-12-q20,pat1-2554-12,mc,,มี,3,"กำหนดให้ $A$ และ $B$ เป็นเหตุการณ์ในปริภูมิตัวอย่าง ถ้า $P(B - A) = 0.2$ , $P(B) = 0.6$ และ $P(A' \cup B) = 0."
pat1-2554-12-q21,pat1-2554-12,mc,มี,,1,จากตารางแจกแจงความถี่ต่อไปนี้ (ดูตารางประกอบ) ถ้า $a$ เป็นค่าเฉลี่ยเลขคณิตของคะแนนสอบ และ $b$ เป็น $P_{88}$ (เ
pat1-2554-12-q22,pat1-2554-12,mc,,มี,2,"กำหนด $\sum_{i=1}^{N} x_i = 1125$ , $N = 45$ , $\bar{x}$ เป็นค่าเฉลี่ยเลขคณิต และความแปรปรวนเท่ากับ $6.25$ ถ้า"
pat1-2554-12-q26,pat1-2554-12,fill,,มี,16,"กำหนดให้ $A, B, C \neq \varnothing$ $n(\mathcal{U}) = 44$ , $n(B) = 19$ , $n(A \cap B \cap C) = 2$ , $n[(A \ca"
pat1-2554-12-q30,pat1-2554-12,fill,,มี,2,"กำหนดให้ $M(a, b)$ เป็นจุดกึ่งกลางของเส้นตรงที่เชื่อมจุดตัดไฮเพอร์โบลา $xy = 6$ กับเส้นตรง $x - y - 1 = 0$ จงห"
pat1-2554-12-q33,pat1-2554-12,fill,,มี,93,"กำหนดจุด $A(3, 0)$ , $B(3 + \sqrt{3}, 1)$ และ $C(a, b)$ โดยที่ $C$ อยู่ในจตุภาคที่ 4 $\overrightarrow{AB}$ กับ"
pat1-2554-12-q47,pat1-2554-12,fill,,มี,387,คะแนนสอบของนักเรียน $500$ คน กลุ่มหนึ่ง มีการแจกแจงปกติ โดยมีค่าเฉลี่ยเลขคณิตและส่วนเบี่ยงเบนมาตรฐานเท่ากับ $6
pat1-2554-12-q48,pat1-2554-12,fill,,มี,80,ข้อมูลชุดหนึ่งมีการแจกแจงปกติ โดยมีมัธยฐานเท่ากับ $12$ ส่วนเบี่ยงเบนมาตรฐานเท่ากับ $8$ และ $\displaystyle\sum_
pat1-2555-03-q03,pat1-2555-03,mc,,มี,0,ถ้า $A$ แทนเซตของจำนวนเต็มทั้งหมด ที่สอดคล้องกับอสมการ $3|x - 1| - 2x > 2|3x + 1|$ และ $B$ แทนเซตคำตอบของอสมกา
pat1-2555-03-q08,pat1-2555-03,mc,,มี,2,พาราโบลาที่มีจุดโฟกัส $F$ อยู่ที่จุดศูนย์กลางของวงกลม $x^2 + y^2 - 6x + 4y + 4 = 0$ และมีจุดยอด $V$ อยู่ที่จุด
pat1-2555-03-q09,pat1-2555-03,mc,,มี,1,ให้ $R$ แทนเซตของจำนวนจริง ถ้า $A$ เป็นเซตคำตอบของอสมการ $\left(\dfrac{3}{5}\right)^{5x^2 - 23x + 3} > \left(\
pat1-2555-03-q12,pat1-2555-03,mc,,มี,2,"กำหนดให้ จุด $A(-1, 1), B(2, 5)$ และ $C(2, -3)$ เป็นจุดยอดของรูปสามเหลี่ยม $ABC$ ให้ $L$ เป็นเส้นตรงที่ผ่านจุด"
pat1-2555-03-q19,pat1-2555-03,mc,,มี,2,"กำหนดสมการจุดประสงค์ คือ $P = 3x + 2y$ โดยมีอสมการข้อจำกัด ดังนี้ $x + 2y \le 6$ , $2x + y \le 8$ , $-x + y \l"
pat1-2555-03-q22,pat1-2555-03,mc,,มี,0,ตารางต่อไปนี้เป็นข้อมูลเกี่ยวกับอายุของพนักงานจำนวน 50 คน  อายุไม่เกิน (ปี) : จำนวน (คน) 25 : 9 30 : 17 35 : 2
pat1-2555-03-q23,pat1-2555-03,mc,,มี,3,นักเรียนชั้นมัธยมศึกษาปีที่ 6 จำนวน 20 คน แบ่งเป็น 2 กลุ่มๆ ละ 10 คน ทำแบบทดสอบวัดความถนัดฉบับหนึ่งมีคะแนนเต็ม
pat1-2555-03-q26,pat1-2555-03,fill,,มี,25,ในการสำรวจสโมสรแห่งหนึ่งมีสมาชิกจำนวน 100 คน พบว่าชอบอ่านนวนิยายหรือหนังสือพิมพ์หรือนิตยสาร อย่างน้อย 1 รายการ
pat1-2555-03-q44,pat1-2555-03,fill,,มี,43.5,ในการสอบวิชาคณิตศาสตร์ของนักเรียนห้องหนึ่ง มีนักเรียนจำนวน $30$ คน ปรากฏว่ามีนักเรียน $17$ คน สอบได้คะแนนในช่ว
pat1-2555-03-q45,pat1-2555-03,fill,,มี,33,ในการสอบวิชาคณิตศาสตร์ของนักเรียนห้องหนึ่ง มีนักเรียนจำนวน $30$ คน ปรากฏว่ามีนักเรียน $17$ คน สอบได้คะแนนในช่ว
pat1-2555-03-q48,pat1-2555-03,fill,,มี,15,"กำหนดให้ $a, b, c$ และ $d$ เป็นจำนวนจริง ถ้ากราฟ $y = -|x - 1 - a| + b$ และกราฟ $y = |x - c| - d$ ตัดกันที่จุด"
pat1-2555-10-q04,pat1-2555-10,mc,,มี,1,กำหนดให้ $I$ แทนเซตของจำนวนเต็ม ให้ $A = \{x \in I \mid |2x + 7| \le 9\}$ และ $B = \{x \in I \mid |x^2 - x - 1
pat1-2555-10-q05,pat1-2555-10,mc,,มี,2,ถ้า $A$ เป็นเซตคำตอบของอสมการ $(x-2)^{x^2+2} < (x-2)^{2x+10}$ เมื่อ $x > 2$ แล้ว $A$ เป็นสับเซตของช่วงในข้อใดต
pat1-2555-10-q07,pat1-2555-10,mc,,มี,1,"กำหนดให้ $r = \left\{ (x, y) \in I \times I \;\middle|\; y = \dfrac{2x^2 - 8}{x^2 + 1} \right\}$ เมื่อ $I$ แทน"
pat1-2555-10-q11,pat1-2555-10,mc,,มี,1,แกนเอกของวงรีเป็นส่วนของเส้นตรงที่เชื่อมระหว่างจุดตัดของวงกลม $x^2 + y^2 = 25$ กับวงกลม $x^2 + y^2 + 6y - 7 = 
pat1-2555-10-q12,pat1-2555-10,mc,,มี,0,กำหนดให้ $A$ แทนเซตคำตอบของสมการ $3^{(1+2x)} + 9^{(2-x)} = 244$ แล้วเซต $A$ เป็นสับเซตของช่วงใดต่อไปนี้
pat1-2555-10-q14,pat1-2555-10,mc,,มี,1,กำหนดให้ $P = 3x + 4y$ เป็นฟังก์ชันจุดประสงค์ โดยมีอสมการข้อจำกัดดังนี้ $2x + 3y \ge 6$ $2x - y \le 10$ $0 \le
pat1-2555-10-q24,pat1-2555-10,mc,,มี,0,จากการสอบวิชาคณิตศาสตร์ของนักเรียนห้องหนึ่ง ปรากฏว่าคะแนนสอบของนักเรียนมีการแจกแจงปกติ และกำหนดพื้นที่ใต้เส้นโ
pat1-2555-10-q25,pat1-2555-10,mc,มี,,2,"ให้เติมจำนวน $0, 1, 2, 3$ ลงในตาราง $4\times 4$ ต่อไปนี้ (ช่องละ 1 จำนวน) โดยที่ แต่ละแถวต้องมีจำนวนเต็ม $0, 1"
pat1-2555-10-q26,pat1-2555-10,fill,,มี,128,กำหนดให้ $U$ เป็นเอกภพสัมพัทธ์และให้ $A$ และ $B$ เป็นสับเซตของ $U$ ถ้า $20\%$ ของสมาชิกในเซต $A$ เป็นสมาชิกในเ
pat1-2555-10-q31,pat1-2555-10,fill,,มี,14.5,"ถ้าวงกลมวงหนึ่งมีจุดศูนย์กลางคือ $C(h,k)$ อยู่บนเส้นตรง $x+y+4=0$ และวงกลมนี้ผ่านจุด $A(-5,-2)$ และจุด $B(-2,5"
pat1-2555-10-q32,pat1-2555-10,fill,,มี,3,"พาราโบลารูปหนึ่งมีจุดยอดอยู่ที่ $A(-3,2)$ มีแกนสมมาตรขนานแกน $x$ และโฟกัส F อยู่บนเส้นตรง L ซึ่งมีสมการเป็น $4"
pat1-2555-10-q35,pat1-2555-10,fill,,มี,2,กำหนดให้ $z$ เป็นจำนวนเชิงซ้อนที่สอดคล้องกับสมการ $2|z+1|=|z+4|$ ค่าของ $|\bar{z}|$ เท่ากับเท่าใด (เมื่อ $\bar
pat1-2555-10-q40,pat1-2555-10,fill,,มี,8.2,"ให้ L เป็นเส้นตรงที่ผ่านจุด $(0,1)$ และตั้งฉากกับเส้นตรง $x+2y=6$ พื้นที่ของบริเวณในควอดรันต์ (quadrant) ที่ 1"
pat1-2555-10-q44,pat1-2555-10,fill,,มี,6,นักเรียนกลุ่มหนึ่งมี $16$ คน ซึ่งแต่ละคนเป็นสมาชิกของชมรมวิชาการ หรือชมรมกีฬา หรือชมรมดนตรี อย่างน้อย $1$ ชมรม
pat1-2555-10-q45,pat1-2555-10,fill,,มี,0.14,กำหนด $A$ และ $B$ เป็นเหตุการณ์ใดๆ ในแซมเปิลสเปซ และกำหนดให้ $P(E)$ แทนความน่าจะเป็นของเหตุการณ์ $E$ ถ้า $P(B)
pat1-2555-10-q48,pat1-2555-10,fill,มี,,28,ในการสอบวิชาคณิตศาสตร์ของนักเรียนชั้นมัธยมศึกษาปีที่ $6$ มีการแจกแจงดังนี้ (ตารางอันตรภาคชั้น: คะแนน $5$–$9$ จ
pat1-2556-03-q03,pat1-2556-03,mc,,มี,1,กำหนดให้ $P(x)$ แทน $\left|\dfrac{x-2}{x+2}\right| < 2$ และให้ $Q(x)$ แทน $|2x + 1| > x - 1$ เอกภพสัมพัทธ์ในข้
pat1-2556-03-q04,pat1-2556-03,mc,,มี,2,"กำหนดให้ $\mathbb{R}$ แทนเซตของจำนวนจริง ให้ $A = \{\, x \in \mathbb{R} \mid |2x - 5| + |x| \le 7 \,\}$ และ $B"
pat1-2556-03-q05,pat1-2556-03,mc,,มี,3,"ให้ $\mathbb{R}$ แทนเซตของจำนวนจริง กำหนดให้ $r = \left\{\, (x, y) \in \mathbb{R} \times \mathbb{R} \mid \sqrt"
pat1-2556-03-q07,pat1-2556-03,mc,,มี,0,"ให้ $\mathbb{R}$ แทนเซตของจำนวนจริง พิจารณาข้อความต่อไปนี้ (ก) ความสัมพันธ์ $\{\, (x, y) \in \mathbb{R} \times"
pat1-2556-03-q08,pat1-2556-03,mc,,มี,3,ให้พาราโบลา $P$ มีสมการเป็น $y^2 - 2y + 6x + 4 = 0$ ถ้าวงกลมวงหนึ่งผ่านจุดโฟกัสของพาราโบลา $P$ และสัมผัสกับเส้
pat1-2556-03-q12,pat1-2556-03,mc,,มี,2,ให้ $\mathbb{R}$ แทนเซตของจำนวนจริง ถ้า $A$ เป็นเซตคำตอบของอสมการ $\log_x\left(\dfrac{2}{x-1}\right) \ge 1$ แล
pat1-2556-03-q14,pat1-2556-03,mc,,มี,1,"กำหนดให้ $P = a(x + y) + 6y$ เป็นฟังก์ชันจุดประสงค์ โดยมีอสมการข้อจำกัดดังนี้ $3x + 4y \le 48 ,\ x + 2y \le 22"
pat1-2556-03-q15,pat1-2556-03,mc,,มี,3,"พิจารณาข้อความต่อไปนี้ (ก) ให้เวกเตอร์ $\bar{w} = a\bar{i} + b\bar{j} + c\bar{k}$ เมื่อ $a, b$ และ $c$ เป็นจำน"
pat1-2556-03-q16,pat1-2556-03,mc,,มี,1,กำหนดให้ $ABC$ เป็นรูปสามเหลี่ยมใด ๆ ถ้าด้านตรงข้ามมุม $A$ ยาว $14$ หน่วย ความยาวของเส้นรอบรูปสามเหลี่ยมเท่ากั
pat1-2556-03-q17,pat1-2556-03,mc,,มี,3,กำหนดให้ $9x^2 - 16y^2 - 18x + 64y - 199 = 0$ เป็นสมการของไฮเพอร์โบลา ถ้าพาราโบลารูปหนึ่งมีแกนสมมาตรขนานแกน $y
pat1-2556-03-q20,pat1-2556-03,mc,,มี,1,กำหนดให้ $C$ เป็นเส้นโค้ง $y = \dfrac{3x^4 - 2}{x^3}$ เมื่อ $x > 0$ และให้ $L$ เป็นเส้นตรงที่สัมผัสกับเส้นโค้ง
pat1-2556-03-q21,pat1-2556-03,mc,,มี,0,กำหนดให้ $P(E)$ แทนความน่าจะเป็นของเหตุการณ์ $E$ ถ้า $A$ และ $B$ เป็นเหตุการณ์ใด ๆ ในแซมเปิลสเปซ โดยที่ $P(A)=
pat1-2556-03-q31,pat1-2556-03,fill,,มี,162,"กำหนดให้วงรีมีจุดศูนย์กลางอยู่ที่ $(0,0)$ และมีโฟกัส $F_1$ และ $F_2$ อยู่บนแกน $x$ จุด $A(4,1)$ เป็นจุดบนวงรีโ"
pat1-2556-03-q35,pat1-2556-03,fill,,มี,11,ถ้า $z$ เป็นจำนวนเชิงซ้อนที่อยู่ในควอดรันต์ (quadrant) ที่หนึ่งบนระนาบเชิงซ้อน โดยที่ $\left|\dfrac{(z+1)(1+i)
pat1-2556-03-q38,pat1-2556-03,fill,,มี,24,"กำหนดให้ $f(x)=\begin{cases} \dfrac{2x-8}{2x-\sqrt{4x^2-3x+12}}, & x < 4 \\[2mm] \dfrac{kx}{3}, & x \geq 4 \en"
pat1-2556-03-q45,pat1-2556-03,fill,,มี,200,"กำหนดให้ $\vec{a},\vec{b}$ และ $\vec{c}$ เป็นเวกเตอร์บนระนาบซึ่งกำหนดโดย $\vec{a}=x\,\vec{i}+\dfrac{12}{5}\,\v"
pat1-2556-03-q46,pat1-2556-03,fill,,มี,20,ถ้าคะแนนสอบวิชาคณิตศาสตร์ของนักเรียนห้องหนึ่งมีการแจกแจงปกติ นาย ก. และนาย ข. เป็นนักเรียนในห้องนี้ ถ้ามีนักเร
pat1-2556-03-q47,pat1-2556-03,fill,,มี,12,จากการสำรวจคะแนนสอบของนักเรียน $6$ คน ที่มีคะแนนสอบวิชาฟิสิกส์ $(x_i)$ และคะแนนสอบวิชาคณิตศาสตร์ $(y_i)$ ปรากฏ
pat1-2557-03-q01,pat1-2557-03,mc,,มี,2,ให้ $A'$ แทนคอมพลีเมนต์ของเซต $A$ และ $n(A)$ แทนจำนวนสมาชิกของเซต $A$ กำหนดให้ $\mathcal{U}$ แทนเอกภพสัมพัทธ์ 
pat1-2557-03-q04,pat1-2557-03,mc,,มี,1,"ให้ $\mathbb{R}$ แทนเซตของจำนวนจริง ถ้า $A = \{\, x \in \mathbb{R} \mid x^2 + \sqrt{x^2 - 3x + 4} > 3x + 2 \,\"
pat1-2557-03-q05,pat1-2557-03,mc,,มี,2,กำหนดให้ $a$ และ $b$ เป็นจำนวนจริงบวก และ $a < b$ เซตคำตอบของสมการ $|x - a| - |x - b| = b - a$ เท่ากับข้อใดต่อ
pat1-2557-03-q06,pat1-2557-03,mc,,มี,2,ให้ $\mathbb{R}$ แทนเซตของจำนวนจริง ถ้า $f$ เป็นฟังก์ชัน ซึ่งมีโดเมนและเรนจ์เป็นสับเซตของเซตจำนวนจริง โดยที่ $
pat1-2557-03-q08,pat1-2557-03,mc,,มี,1,"กำหนดให้ $L$ เป็นเส้นตรงมีสมการเป็น $\dfrac{x}{a} + \dfrac{y}{b} = 1$ เมื่อ $a, b > 0$ และให้ $C_1$ และ $C_2$ "
pat1-2557-03-q09,pat1-2557-03,mc,,มี,3,กำหนดให้ไฮเพอร์โบลารูปหนึ่งมีสมการเป็น $x^2 - y^2 - 2x = 0$ ถ้าพาราโบลามีโฟกัสเป็นจุดกึ่งกลางของส่วนของเส้นตรง
pat1-2557-03-q10,pat1-2557-03,mc,,มี,2,"พิจารณาข้อความต่อไปนี้ (ก) ให้ $P(x, y)$ เป็นจุดใด ๆ ในระนาบ ถ้าผลบวกของระยะทางจากจุด $P(x, y)$ ไปยังจุด $(0, "
pat1-2557-03-q17,pat1-2557-03,mc,,มี,1,"ให้ $a$ และ $b$ เป็นจำนวนจริง และให้ $f(x) = \begin{cases} x^2 + ax + b, & x < 2 \\ \sqrt{x - 1}, & 2 \le x \l"
pat1-2557-03-q18,pat1-2557-03,mc,,มี,3,"ถ้า $\displaystyle\int_{-2}^{2} |x^2 - 7x + 6|\,dx = \dfrac{a}{b}$ เมื่อ $a$ และ $b$ เป็นจำนวนเต็มที่ $b \ne 0"
pat1-2557-03-q19,pat1-2557-03,mc,,มี,2,กำหนดให้ $f(x) = \dfrac{4x^3}{x^6 - 3x^3 + 64}$ เมื่อ $x$ เป็นจำนวนจริงบวกใด ๆ พิจารณาข้อความต่อไปนี้ (ก) $f$ 
pat1-2557-03-q22,pat1-2557-03,mc,,มี,2,จำนวนประชากรในจังหวัดหนึ่ง ตั้งแต่ พ.ศ. 2550 ถึง พ.ศ. 2554 มีดังนี้  <table style='margin:8px 0; border-collap
pat1-2557-03-q24,pat1-2557-03,mc,,มี,1,พิจารณาข้อความต่อไปนี้ (ก) ถ้าข้อมูลชุดหนึ่งมีส่วนเบี่ยงเบนควอไทล์เท่ากับ $20$ และสัมประสิทธิ์ของส่วนเบี่ยงเบน
pat1-2557-03-q25,pat1-2557-03,mc,,มี,0,เงินเดือนของพนักงานจำนวน $50$ คนของบริษัทแห่งหนึ่งมีการแจกแจงความถี่ ดังนี้  <table style='margin:8px 0; borde
pat1-2557-03-q28,pat1-2557-03,mc,,มี,0,กำหนดให้ $P = Ax + By$ เป็นฟังก์ชันจุดประสงค์ เมื่อ $A$ และ $B$ เป็นจำนวนจริงบวกที่สอดคล้องกับ $3A = 2B$ โดยมี
pat1-2557-03-q33,pat1-2557-03,fill,,มี,2,กำหนดให้ ABC เป็นรูปสามเหลี่ยมใดๆ โดยที่มีความยาวของด้านตรงข้ามมุม A มุม B และมุม C เท่ากับ $a$ หน่วย $b$ หน่ว
pat1-2557-03-q41,pat1-2557-03,fill,,มี,15.87,คะแนนสอบวิชาคณิตศาสตร์และวิชาภาษาอังกฤษของนักเรียนกลุ่มหนึ่งมีการแจกแจงปกติ ค่าเฉลี่ยเลขคณิตและความแปรปรวนของค
pat1-2557-03-q42,pat1-2557-03,fill,,มี,100,ให้ $\mathbb{R}$ แทนเซตของจำนวนจริง ถ้า $f : \mathbb{R} \to \mathbb{R}$ เป็นฟังก์ชันซึ่ง $f''(x) = 3 + 6x$ สำห
pat1-2557-04-q01,pat1-2557-04,mc,,มี,2,"สำหรับเซต $S$ ใดๆ ให้ $n(S)$ แทนจำนวนสมาชิกของเซต $S$ กำหนดให้ $\mathcal{U}$ แทนเอกภพสัมพัทธ์ ถ้า $A, B$ และ $"
pat1-2557-04-q04,pat1-2557-04,mc,,มี,3,ถ้า $A$ แทนเซตคำตอบของสมการ $|2-2x| + |x+2| = 4-x$ แล้ว เซต $A$ เป็นสับเซตของข้อใดต่อไปนี้
pat1-2557-04-q08,pat1-2557-04,mc,,มี,0,ให้ $F$ เป็นโฟกัสของพาราโบลา $4y = x^2 - 6x + 13$ ถ้าไฮเพอร์โบลารูปหนึ่งมีสมบัติดังนี้ (ก) แกนตามขวางขนานแกน $
pat1-2557-04-q09,pat1-2557-04,mc,,มี,3,"กำหนดให้วงรีรูปหนึ่งมีสมการเป็น $x^2 + Ay^2 + Bx + Cy - 92 = 0$ โดยที่มีจุดศูนย์กลางอยู่ที่ $(2,1)$ และแกนเอกย"
pat1-2557-04-q10,pat1-2557-04,mc,,มี,0,ให้ $A$ เป็นจุดตัดของเส้นตรง $x - 3y + 1 = 0$ และ $2x + 5y - 9 = 0$ ถ้าเส้นตรง $L$ มีความชันเท่ากับ $m$ เมื่อ 
pat1-2557-04-q11,pat1-2557-04,mc,,มี,2,กำหนดให้ $ABC$ เป็นรูปสามเหลี่ยม โดยที่มีความยาวของด้านตรงข้ามมุม $A$ มุม $B$ มุม $C$ เท่ากับ $a$ หน่วย $b$ หน
pat1-2557-04-q14,pat1-2557-04,mc,,มี,0,"กำหนดให้ $\bar{a}, \bar{b}$ และ $\bar{c}$ เป็นเวกเตอร์ ซึ่ง $\bar{a} + \bar{b} + \bar{c} = \bar{0}$ , $|\bar{a"
pat1-2557-04-q17,pat1-2557-04,mc,,มี,1,"กำหนดให้ $f$ เป็นฟังก์ชัน นิยามโดย $f(x) = \begin{cases} -x + a & , \ x \le -2 \\ -\dfrac{2}{5}x + b & , \ -2 "
pat1-2557-04-q19,pat1-2557-04,mc,,มี,1,"กำหนดให้ $f(x) = ax^2 + bx + c$ เป็นพหุนามกำลังสอง เมื่อ $a, b, c$ เป็นจำนวนจริง และ $a \ne 0$ โดยที่ $f(1) = "
pat1-2557-04-q21,pat1-2557-04,mc,,มี,3,กำหนดให้ $z$ เป็นจำนวนเชิงซ้อนที่สอดคล้องกับสมการ $\bar{z} - 1 - 4i = 3i(z - i)$ ข้อใดต่อไปนี้<u>ไม่ถูกต้อง</u
pat1-2557-04-q22,pat1-2557-04,mc,,มี,0,"ตารางต่อไปนี้เป็นความสัมพันธ์ระหว่าง $x$ กับ $y$ &nbsp;($x = 0,1,2,3$ มี $y = 1, 0.8, 0.8, 0.6$ ตามลำดับ) ให้ "
pat1-2557-04-q24,pat1-2557-04,mc,,มี,2,คะแนนสอบของนักเรียนห้องหนึ่งมีการแจกแจงปกติ คะแนนเต็ม $100$ คะแนน มัธยฐานเท่ากับ $45$ คะแนน และมีนักเรียนร้อยล
pat1-2557-04-q25,pat1-2557-04,mc,,มี,3,"กำหนดข้อมูล $10$ จำนวน ดังนี้ $30, 32, 28, 35, 42, 45, 40, 48, 50, 65$ พิจารณาข้อความต่อไปนี้ (ก) ถ้า $D_7$ แท"
pat1-2557-04-q28,pat1-2557-04,mc,,มี,1,มีปุ๋ยอยู่ $2$ ชนิด คือชนิด A และชนิด B แต่ละชนิดบรรจุถุงละ $100$ กรัม ส่วนประกอบและราคา: ชนิด A มีสารอาหาร N 
pat1-2557-04-q32,pat1-2557-04,fill,,มี,54,"กำหนดให้ $ABC$ เป็นรูปสามเหลี่ยมที่มีมุม $B$ และมุม $C$ เป็นมุมแหลม โดยที่ $25\cos B - 13\cos C = 15$ , $65(\c"
pat1-2557-04-q41,pat1-2557-04,fill,,มี,38,"กำหนดให้ $\mathbb{R}$ แทนเซตของจำนวนจริง และ $a, b$ เป็นจำนวนจริง และให้ $f:\mathbb{R}\to\mathbb{R}$ เป็นฟังก์"
pat1-2557-11-q09,pat1-2557-11,mc,,มี,1,กำหนดให้ $z$ เป็นจำนวนเชิงซ้อน ที่สอดคล้องกับสมการ $|z| + 2\bar{z} - 3z = 3 - 45i$ เมื่อ $|z|$ แทนค่าสัมบูรณ์ 
pat1-2557-11-q10,pat1-2557-11,mc,,มี,2,กำหนดให้ $y^2 - 2x^2 + 8x - 6 = 0$ เป็นสมการของไฮเพอร์โบลา ให้เส้นตรง $y = \sqrt{2}$ ตัดกับเส้นกำกับของไฮเพอร์
pat1-2557-11-q11,pat1-2557-11,mc,,มี,0,ให้ $C$ เป็นวงกลมมีสมการ $x^2 + y^2 + Dx + Ey + F = 0$ มีจุดศูนย์กลางอยู่ในควอดรันต์ (quadrant) ที่ 1 และวงกลม
pat1-2557-11-q12,pat1-2557-11,mc,,มี,3,กำหนดให้ $ABC$ เป็นรูปสามเหลี่ยม โดยที่ด้าน $AB$ ยาว 5 หน่วย ด้าน $BC$ ยาว 12 หน่วย และมุม $A\hat{B}C$ เท่ากับ
pat1-2557-11-q13,pat1-2557-11,mc,,มี,1,"ให้ $A$ เป็นเอกภพสัมพัทธ์ที่ทำให้ประพจน์ $\forall x[\, 2x^2 + x - 3 \le 0$ และ $|x - 2| \le 3 \,]$ มีค่าความจร"
pat1-2557-11-q17,pat1-2557-11,mc,,มี,0,"กำหนดให้ $L_1$ เป็นเส้นตรงผ่านจุด $(-2, -4)$ มีความชันเป็นจำนวนเต็มบวก และตัดแกน $X$ และแกน $Y$ ที่จุด $A$ และ"
pat1-2557-11-q18,pat1-2557-11,mc,,มี,0,"กำหนดให้ฟังก์ชันจุดประสงค์ $P_1 = 5x + 2y$ และ $P_2 = 4x + 3y$ โดยมีอสมการข้อจำกัดดังนี้ $2x + 3y \ge 6$, $\;3"
pat1-2557-11-q24,pat1-2557-11,mc,,มี,2,กำหนดให้เส้นตรง $L$ เป็นความสัมพันธ์เชิงฟังก์ชันระหว่าง $x$ และ $y$ ที่กำหนดในตารางต่อไปนี้ โดยที่ $x$ เป็นตัว
